customer_code,customer_name,province_name,region,rfm_segment,recency_days,frequency,monetary,value_score,p_order_next_30d,churn_risk_score,purchase_trend_score,marketing_priority_score,risk_segment,recommended_action,model_name,snapshot_cutoff_date,run_timestamp
KH-00187,HỘ KINH DOANH NGỌC ANH,Hà Nội,Miền Bắc,Lost,378,1,2768519.0,0.043859649122807015,0.027357817,0.9726422,25.838955016437804,0.6513335552733128,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00188,DOANH NGHIỆP TW XÂY DỰNG,Thanh Hóa,Miền Trung,At Risk,378,2,75574075.0,0.5739348370927319,0.049432885,0.9505671,18.240915800751527,20.482463361746216,High churn risk,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00189,CÔNG TY CỔ PHẦN MẶT TRỜI,Hà Nội,Miền Bắc,At Risk,376,2,68267826.0,0.5451127819548872,0.011478299,0.9885217,17.90910297759625,18.96597800662095,High churn risk,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00191,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,Hưng Yên,Miền Bắc,Lost,377,1,2768519.0,0.043859649122807015,0.027357817,0.9726422,25.839081341138293,0.6513329577987013,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00192,HỘ KINH DOANH KHẢI HOÀN,Hà Nội,Miền Bắc,At Risk,365,3,47910000.0,0.4223057644110276,0.015520586,0.9844794,18.07568644690104,14.726530247999447,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00193,CÔNG TY TNHH TÚ ANH,Thanh Hóa,Miền Trung,Big Spender,365,4,244765884.0,0.8796992481203008,0.0064877532,0.9935123,17.628863852020196,31.846001824303745,Win-back priority,"Account care: duy trì quan hệ, không ép tần suất, nhắc chu kỳ đặt hàng lớn",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00194,CỬA HÀNG XE ĐẠP SÁN LẠP,Hà Nội,Miền Bắc,Champions,1,6,389253883.0,0.9385964912280702,0.95108515,0.04891485,76.45843714853513,68.86602315298369,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00195,CỬA HÀNG XE ĐẠP BÌNH MINH,Hà Nội,Miền Bắc,At Risk,371,2,38790000.0,0.35463659147869675,0.010958249,0.98904175,18.201012295268836,12.307954269098135,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00196,CÔNG TY CỔ PHẦN NAM TIẾN,Bắc Ninh,Miền Bắc,At Risk,369,3,51900000.0,0.45112781954887216,0.013547823,0.98645216,18.027699672582635,15.709828081732827,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00198,CÔNG TY TNHH TRÍ ĐỨC,Hà Nội,Miền Bắc,Big Spender,371,4,161705220.0,0.8057644110275689,0.020077059,0.97992295,17.687727271114245,29.433064854993034,Win-back priority,"Account care: duy trì quan hệ, không ép tần suất, nhắc chu kỳ đặt hàng lớn",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00199,CỬA HÀNG XE ĐẠP TÚ ANH,Thanh Hóa,Miền Trung,At Risk,372,2,64070000.0,0.518796992481203,0.007631264,0.99236876,17.93015232188864,17.99275078929283,High churn risk,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00200,CÔNG TY CỔ PHẦN TOÀN THẮNG,Hà Nội,Miền Bắc,At Risk,369,2,56517000.0,0.4699248120300752,0.0064980425,0.99350196,18.050344600118866,16.262217024942856,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00201,HỘ KINH DOANH XUÂN MAI,Hải Dương,Miền Bắc,At Risk,377,1,54234212.0,0.462406015037594,0.013933411,0.9860666,18.100986103043056,16.092476736802016,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00202,CÔNG TY CỔ PHẦN XUÂN MAI,Hà Nội,Miền Bắc,At Risk,375,2,57790000.0,0.47869674185463656,0.010600943,0.9893991,17.986778467679716,16.63396847486842,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00203,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,Phú Thọ,Miền Bắc,Lost,377,1,2305556.0,0.013157894736842105,0.06549376,0.93450624,25.839081341138293,0.34820067935862153,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00204,CÔNG TY CỔ PHẦN ĐẠI DƯƠNG,Nam Định,Miền Bắc,Lost,376,1,24907407.0,0.24436090225563908,0.061073653,0.93892634,19.589210504477965,3.6840389783424325,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00205,CỬA HÀNG XE ĐẠP QUANG VINH,Quảng Ninh,Miền Bắc,At Risk,376,1,58740000.0,0.48872180451127817,0.019475842,0.9805242,17.929605984703954,17.115731175776308,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00430,CÔNG TY CỔ PHẦN BÌNH MINH,Hà Nội,Miền Bắc,Potential,11,4,109326647.0,0.6979949874686717,0.9673012,0.03269881,81.66182043626846,46.327517583855126,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00206,CÔNG TY TNHH THƯƠNG MẠI MẶT TRỜI,Hà Nội,Miền Bắc,At Risk,376,2,30030000.0,0.2731829573934837,0.02296205,0.97703797,18.43180309707056,9.584287557095342,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00207,CỬA HÀNG XE ĐẠP VẠN LỢI,Bắc Giang,Miền Bắc,At Risk,367,3,101357296.0,0.6754385964912281,0.020258108,0.9797419,17.880312721404444,23.649945054856087,High churn risk,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00208,CỬA HÀNG XE ĐẠP TÂY BẮC,Hà Nội,Miền Bắc,At Risk,371,5,121615286.0,0.7280701754385965,0.00656096,0.993439,17.754092603299636,25.270829947453162,Win-back priority,"Urgent win-back: gọi trực tiếp, ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00209,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,Hải Phòng,Miền Bắc,At Risk,368,2,52103683.0,0.4523809523809524,0.010596189,0.9894038,18.027853965920237,15.71437090654111,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,Thái Bình,Miền Bắc,Big Spender,30,9,562011596.0,0.9624060150375939,0.9119297,0.08807027,42.43211194555834,61.17614547014784,Monitor,"Account care: duy trì quan hệ, không ép tần suất, nhắc chu kỳ đặt hàng lớn",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00210,DOANH NGHIỆP TW SÁN LẠP,Quảng Ninh,Miền Bắc,At Risk,26,2,140878797.0,0.7719298245614035,0.661291,0.338709,71.49016947554188,42.04233746187049,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00211,CỬA HÀNG XE ĐẠP NAM TIẾN,Hà Tĩnh,Miền Trung,Lost,376,1,31530000.0,0.2832080200501253,0.02200117,0.97799885,18.33921050447797,4.1387236133860545,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00212,CỬA HÀNG XE ĐẠP TÂY BẮC,Hà Nội,Miền Bắc,At Risk,374,4,99322643.0,0.6716791979949874,0.00888204,0.99111795,17.796841944741466,23.344064346753548,High churn risk,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00423,DOANH NGHIỆP TW THIÊN AN,Bắc Giang,Miền Bắc,Loyal,17,7,328373058.0,0.9160401002506265,0.93731004,0.06268996,57.77907399078217,57.86524313183881,Monitor,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00213,CÔNG TY CỔ PHẦN HOÀ BÌNH,Hà Nội,Miền Bắc,Lost,376,1,2305556.0,0.013157894736842105,0.06549376,0.93450624,25.839210504477965,0.3482012473612116,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00214,DOANH NGHIỆP TW QUANG VINH,Hải Dương,Miền Bắc,At Risk,371,2,81983500.0,0.5989974937343359,0.006186549,0.99381346,17.85379007304661,20.765022379976706,High churn risk,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00215,DOANH NGHIỆP TW LÊ ANH,Hà Tĩnh,Miền Trung,At Risk,365,2,37160000.0,0.3458646616541353,0.018533455,0.98146653,18.16539936556133,12.094178793493674,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00216,HỘ KINH DOANH NGỌC ANH,Hà Nam,Miền Bắc,At Risk,376,1,61070000.0,0.5037593984962406,0.009400353,0.99059963,17.97757528435218,17.48735904936735,High churn risk,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00218,CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH,Hải Dương,Miền Bắc,Loyal,11,5,183270442.0,0.8320802005012531,0.92295134,0.07704866,87.09345907069195,58.563566606543475,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Ninh Bình,Miền Bắc,Champions,4,10,504132582.0,0.956140350877193,0.9361596,0.06384039,84.2496858122749,70.48777677566179,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00220,CỬA HÀNG XE ĐẠP VIỆT ANH,Nam Định,Miền Bắc,At Risk,372,2,74017929.0,0.5676691729323309,0.008568991,0.991431,17.93015232188864,19.69905767403299,High churn risk,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00221,CÔNG TY CỔ PHẦN VĨNH PHÁT,Hưng Yên,Miền Bắc,At Risk,369,2,59460000.0,0.4924812030075188,0.00561656,0.99438345,17.97856445245685,17.04380033632295,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00222,CÔNG TY CỔ PHẦN TÂN TIẾN,Hà Nội,Miền Bắc,At Risk,365,2,42161481.0,0.38847117794486213,0.0067525045,0.9932475,18.1831803043949,13.430038611796046,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00223,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,Hà Nội,Miền Bắc,Lost,375,1,33720000.0,0.29448621553884713,0.018461712,0.9815383,18.241303354557544,4.291657050305245,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,Thanh Hóa,Miền Trung,Big Spender,30,6,486442458.0,0.949874686716792,0.7706164,0.22938359,40.405992538234514,54.639560238986064,Monitor,"Account care: duy trì quan hệ, không ép tần suất, nhắc chu kỳ đặt hàng lớn",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00224,DOANH NGHIỆP TW ĐÔNG NAM,Ninh Bình,Miền Bắc,Lost,375,1,36150000.0,0.33709273182957394,0.008695057,0.99130493,18.287259236910486,4.860271080991851,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00225,CÔNG TY TNHH TÂY BẮC,Hà Nam,Miền Bắc,At Risk,368,2,84160000.0,0.6102756892230576,0.008425529,0.99157447,17.854242854809126,21.191618743982037,High churn risk,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00226,CÔNG TY CỔ PHẦN VĨNH PHÁT,Hà Nội,Miền Bắc,Lost,375,1,26040000.0,0.2506265664160401,0.020066945,0.9799331,18.54767590357715,3.6511608718374386,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00227,CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC,Bắc Ninh,Miền Bắc,Lost,375,1,40920000.0,0.37844611528822053,0.009151393,0.9908486,18.18168491258616,5.46364393527792,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00228,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,Hà Nội,Miền Bắc,Lost,375,1,18000000.0,0.16917293233082706,0.015940748,0.9840593,18.976597472204602,2.451408665539533,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00229,DOANH NGHIỆP TW TRÍ ĐỨC,Bắc Giang,Miền Bắc,Lost,375,1,33980000.0,0.2982456140350877,0.01493792,0.98506206,18.287259236910486,4.328682520648354,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00454,HỘ KINH DOANH LONG PHÚ,Phú Thọ,Miền Bắc,Lost,66,1,42573326.0,0.39223057644110276,0.13666706,0.8633329,40.76732955637407,5.2733645300131675,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00230,DOANH NGHIỆP TW ĐẠI LỢI,Hà Nội,Miền Bắc,Lost,375,1,20440000.0,0.19047619047619047,0.026888262,0.97311175,18.756009236910486,2.800983124657598,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00231,CÔNG TY CỔ PHẦN THANH BÌNH,Hưng Yên,Miền Bắc,At Risk,369,3,107772500.0,0.6954887218045113,0.004642646,0.99535733,17.772823786057813,24.101642933016933,High churn risk,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00232,HỘ KINH DOANH HOÀ BÌNH,Quảng Nam,Miền Trung,Potential,25,2,26361112.0,0.2531328320802005,0.19164604,0.80835396,58.53614083338595,7.396210284380383,High churn risk,"Nurturing: khuyến mãi lần mua tiếp theo, cross-sell",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00233,DOANH NGHIỆP TW CHI THÀNH,Thái Bình,Miền Bắc,Lost,375,1,22840000.0,0.21553884711779447,0.027702773,0.97229725,18.64237287327412,3.169732296551641,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00234,CÔNG TY TNHH KHẢI HOÀN,Thái Bình,Miền Bắc,Lost,375,1,24220000.0,0.23809523809523808,0.02143008,0.9785699,18.592965758649616,3.4739186872534358,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00235,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,Nam Định,Miền Bắc,At Risk,375,2,87420000.0,0.6215538847117794,0.008863866,0.99113613,17.853231459132708,21.590033456038643,High churn risk,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00236,CỬA HÀNG XE ĐẠP ĐÔNG NAM,Hà Nội,Miền Bắc,At Risk,374,2,35880000.0,0.3308270676691729,0.009429704,0.9905703,18.287394270322864,11.456534350980311,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00238,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Phú Thọ,Miền Bắc,Lost,375,1,33546143.0,0.2932330827067669,0.011114259,0.98888576,18.39886637976763,4.234664549193512,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00237,DOANH NGHIỆP TW LÊ ANH,Tuyên Quang,Miền Bắc,At Risk,374,2,59932962.0,0.4949874686716792,0.068607375,0.9313926,17.884932149110742,18.0283916308582,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00243,HỘ KINH DOANH VĨNH PHÁT,Hà Nam,Miền Bắc,Lost,375,1,35150000.0,0.3258145363408521,0.008482067,0.99151796,18.287259236910486,4.697233395087976,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00239,HỘ KINH DOANH THANH BÌNH,Quảng Nam,Miền Trung,Lost,375,1,34357000.0,0.30701754385964913,0.019101577,0.98089844,18.506009236910486,4.462179468092269,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00240,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Sơn La,Miền Bắc,Lost,375,1,39050000.0,0.3583959899749373,0.019654466,0.98034555,18.18168491258616,5.224955735118029,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00241,HỘ KINH DOANH PHÚ THỊNH,Thái Nguyên,Miền Bắc,At Risk,371,2,88600000.0,0.6303258145363408,0.013012698,0.9869873,17.831243175499715,21.96863926402403,High churn risk,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00242,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG,Bắc Kạn,Miền Bắc,At Risk,371,2,36320000.0,0.3408521303258145,0.039471563,0.96052843,17.978265964031937,12.175406754567822,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00244,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,Phú Thọ,Miền Bắc,Lost,375,1,33400000.0,0.29197994987468673,0.01748825,0.98251176,18.287259236910486,4.249087969880815,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00245,CỬA HÀNG XE ĐẠP TÂN TIẾN,Hà Nội,Miền Bắc,Potential,21,3,20111109.0,0.18295739348370926,0.3077873,0.6922127,78.73278171465937,8.323316950511394,Monitor,"Nurturing: khuyến mãi lần mua tiếp theo, cross-sell",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00246,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,Hà Nội,Miền Bắc,At Risk,371,2,38184000.0,0.35213032581453635,0.010377252,0.9896228,18.28781785082439,12.202265307137331,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00247,HỘ KINH DOANH NGỌC ANH,Hưng Yên,Miền Bắc,At Risk,374,1,126890000.0,0.7418546365914787,0.02790704,0.972093,17.73341699759559,26.153940955984723,Win-back priority,"Urgent win-back: gọi trực tiếp, ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00248,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG,Nghệ An,Miền Trung,At Risk,368,2,100482859.0,0.6729323308270677,0.009966443,0.99003357,17.840353965920237,23.39431806839115,High churn risk,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00249,HỘ KINH DOANH PHÚC AN,Thanh Hóa,Miền Trung,Lost,374,1,37560000.0,0.3483709273182957,0.011318624,0.9886814,18.287394270322864,5.03463506607114,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00250,DOANH NGHIỆP TW XUÂN MAI,Hà Nội,Miền Bắc,At Risk,365,4,95971481.0,0.6591478696741855,0.005920241,0.99407977,17.78840350512372,22.860888933773577,High churn risk,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00251,HỘ KINH DOANH KHẢI HOÀN,Hưng Yên,Miền Bắc,At Risk,368,3,119020000.0,0.7230576441102757,0.011060945,0.98893905,17.732245857812128,25.186025882625852,Win-back priority,"Urgent win-back: gọi trực tiếp, ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00262,CÔNG TY TNHH VIỆT ANH,Hà Nội,Miền Bắc,At Risk,369,2,64270000.0,0.5213032581453634,0.005819618,0.9941804,17.953294910677876,18.048267002811684,High churn risk,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00252,CÔNG TY TNHH TÂY BẮC,Hà Nội,Miền Bắc,At Risk,374,1,59107574.0,0.49122807017543857,0.013995872,0.9860041,18.049622531192426,17.10290695651963,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00253,CÔNG TY TNHH YÊN BÌNH,Hà Nội,Miền Bắc,Lost,372,1,7490741.0,0.09335839598997493,0.014250096,0.9857499,25.839756841662652,1.2610988220712886,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00254,CỬA HÀNG XE ĐẠP ĐÔNG NAM,Hà Nam,Miền Bắc,At Risk,371,2,43942860.0,0.39849624060150374,0.016602937,0.98339707,18.313019463727613,13.875075832312,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00255,CÔNG TY TNHH PHÚ THỊNH,Hải Dương,Miền Bắc,At Risk,369,2,58060000.0,0.4824561403508772,0.010294551,0.98970544,17.961411793794756,16.765053248382582,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00256,CÔNG TY TNHH XUÂN MAI,Hà Nội,Miền Bắc,Big Spender,365,6,151660000.0,0.7894736842105263,0.0382275,0.9617725,17.666740297509033,29.21682260402679,Win-back priority,"Account care: duy trì quan hệ, không ép tần suất, nhắc chu kỳ đặt hàng lớn",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00520,CÔNG TY TNHH TÂY BẮC,Ninh Bình,Miền Bắc,At Risk,62,1,71704244.0,0.556390977443609,0.10194288,0.8980571,41.30345595382508,16.391588127691843,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00364,DOANH NGHIỆP TW XUÂN MAI,Hải Phòng,Miền Bắc,Champions,2,8,586736727.0,0.9674185463659147,0.9122663,0.087733686,68.64917305776858,66.46379258634649,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00257,HỘ KINH DOANH PHÚC AN,Hà Nội,Miền Bắc,At Risk,368,2,39541481.0,0.36215538847117795,0.010084835,0.9899152,18.164915369429007,12.563204577648964,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00258,CỬA HÀNG XE ĐẠP HOÀ BÌNH,Hà Nội,Miền Bắc,At Risk,368,2,39361481.0,0.3609022556390977,0.010927093,0.9890729,18.164915369429007,12.529523884346187,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00259,DOANH NGHIỆP TW MINH PHƯƠNG,Hà Nội,Miền Bắc,Lost,372,1,35050000.0,0.32205513784461154,0.007991774,0.9920082,18.263999265905078,4.642303732985152,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00260,CỬA HÀNG XE ĐẠP XUÂN MAI,Hà Nội,Miền Bắc,At Risk,372,2,66020000.0,0.5300751879699248,0.0067779864,0.993222,17.952852079757893,18.365694865842904,High churn risk,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00261,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Hà Nội,Miền Bắc,At Risk,372,1,49160000.0,0.43358395989974935,0.004845796,0.9951542,18.074605326511136,14.981228691870985,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00263,DOANH NGHIỆP TW TRƯỜNG THỊNH,Thanh Hóa,Miền Trung,Lost,372,1,35790000.0,0.32957393483709274,0.005625611,0.9943744,18.28767350832932,4.738286114646552,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00521,CỬA HÀNG XE ĐẠP KHẢI HOÀN,Ninh Bình,Miền Bắc,Champions,4,6,178848099.0,0.8270676691729323,0.96559995,0.034400046,73.1249095854498,62.90905525021393,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
